customer_id,segment,churn_risk,recommendation,priority,reason,score,confidence,generated_at
CUST_2378,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654036
CUST_2379,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654059
CUST_2380,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654082
CUST_2381,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654105
CUST_2382,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654127
CUST_2383,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654150
CUST_2384,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654173
CUST_2385,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654196
CUST_2386,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654228
CUST_2387,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654251
CUST_2388,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654274
CUST_2389,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.654297
CUST_2390,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654320
CUST_2391,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.654343
CUST_2392,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.654366
CUST_2393,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.654389
CUST_2394,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654412
CUST_2395,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654435
CUST_2396,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654458
CUST_2397,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.654481
CUST_2398,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654504
CUST_2399,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654528
CUST_2400,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654550
CUST_2401,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.654578
CUST_2402,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654600
CUST_2403,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.654623
CUST_2404,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654646
CUST_2405,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654669
CUST_2406,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654692
CUST_2407,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.654714
CUST_2408,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654737
CUST_2409,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654760
CUST_2410,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654782
CUST_2411,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654805
CUST_2412,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654828
CUST_2413,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.654851
CUST_2414,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654874
CUST_2415,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654897
CUST_2416,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654920
CUST_2417,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654942
CUST_2418,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654965
CUST_2419,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.654988
CUST_2420,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655011
CUST_2421,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655034
CUST_2422,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655057
CUST_2423,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655080
CUST_2424,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655103
CUST_2425,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655126
CUST_2426,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655148
CUST_2427,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655173
CUST_2428,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655196
CUST_2429,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655219
CUST_2430,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655242
CUST_2431,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655265
CUST_2432,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655288
CUST_2433,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655310
CUST_2434,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655333
CUST_2435,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655356
CUST_2436,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655379
CUST_2437,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655402
CUST_2438,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655427
CUST_2439,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.655450
CUST_2440,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.655473
CUST_2441,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.655496
CUST_2442,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655519
CUST_2443,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655541
CUST_2444,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655564
CUST_2445,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655587
CUST_2446,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655610
CUST_2447,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655632
CUST_2448,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655655
CUST_2449,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655678
CUST_2450,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655702
CUST_2451,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655725
CUST_2452,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655748
CUST_2453,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655771
CUST_2454,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655794
CUST_2455,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655816
CUST_2456,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655839
CUST_2457,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655862
CUST_2458,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.655885
CUST_2459,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.655908
CUST_2460,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655932
CUST_2461,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655955
CUST_2462,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.655978
CUST_2463,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656006
CUST_2464,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656029
CUST_2465,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656052
CUST_2466,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656079
CUST_2467,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656102
CUST_2468,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656125
CUST_2469,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656148
CUST_2470,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656171
CUST_2471,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656194
CUST_2472,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656217
CUST_2473,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656239
CUST_2474,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656262
CUST_2475,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656285
CUST_2476,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656308
CUST_2477,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656331
CUST_2478,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656353
CUST_2479,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656377
CUST_2480,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.656399
CUST_2481,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.656422
CUST_2482,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656445
CUST_2483,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.656468
CUST_2484,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656491
CUST_2485,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656514
CUST_2486,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.656537
CUST_2487,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656559
CUST_2488,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.656582
CUST_2489,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.656605
CUST_2490,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656628
CUST_2491,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.656651
CUST_2492,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656673
CUST_2493,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656696
CUST_2494,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656719
CUST_2495,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656742
CUST_2496,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656765
CUST_2497,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656787
CUST_2498,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.656810
CUST_2499,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656833
CUST_2500,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656856
CUST_2501,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656879
CUST_2502,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.656902
CUST_2503,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.656925
CUST_2504,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656948
CUST_2505,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656973
CUST_2506,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.656995
CUST_2507,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657018
CUST_2508,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657040
CUST_2509,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657063
CUST_2510,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657086
CUST_2511,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657109
CUST_2512,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657132
CUST_2513,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657155
CUST_2514,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657178
CUST_2515,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657200
CUST_2516,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.657223
CUST_2517,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657246
CUST_2518,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657269
CUST_2519,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657292
CUST_2520,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657315
CUST_2521,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657339
CUST_2522,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657362
CUST_2523,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657385
CUST_2524,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657408
CUST_2525,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657431
CUST_2526,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657454
CUST_2527,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657476
CUST_2528,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657499
CUST_2529,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657522
CUST_2530,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657545
CUST_2531,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657569
CUST_2532,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657592
CUST_2533,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657615
CUST_2534,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657638
CUST_2535,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657661
CUST_2536,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657684
CUST_2537,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657708
CUST_2538,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657731
CUST_2539,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657754
CUST_2540,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657777
CUST_2541,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657800
CUST_2542,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657823
CUST_2543,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657846
CUST_2544,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657869
CUST_2545,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657892
CUST_2546,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657915
CUST_2547,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.657938
CUST_2548,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.657961
CUST_2549,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.657984
CUST_2550,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658007
CUST_2551,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658030
CUST_2552,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658053
CUST_2553,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658076
CUST_2554,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658098
CUST_2555,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658121
CUST_2556,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.658144
CUST_2557,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658167
CUST_2558,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658189
CUST_2559,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.658212
CUST_2560,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.658235
CUST_2561,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658258
CUST_2562,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658283
CUST_2563,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658306
CUST_2564,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.658334
CUST_2565,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658357
CUST_2566,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658380
CUST_2567,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.658405
CUST_2568,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.658428
CUST_2569,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658451
CUST_2570,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658473
CUST_2571,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.658496
CUST_2572,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658519
CUST_2573,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658542
CUST_2574,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658565
CUST_2575,Low Value,High,Retention_Save,Medium,Customer at risk of churn,0.82,High,2026-03-25T21:34:50.658588
CUST_2576,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658610
CUST_2577,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.658634
CUST_2578,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658656
CUST_2579,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658679
CUST_2580,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.658703
CUST_2581,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658725
CUST_2582,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658751
CUST_2583,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658774
CUST_2584,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658797
CUST_2585,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658820
CUST_2586,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658843
CUST_2587,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.658866
CUST_2588,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658889
CUST_2589,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658912
CUST_2590,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658935
CUST_2591,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.658957
CUST_2592,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.658980
CUST_2593,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.659003
CUST_2594,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.659026
CUST_2595,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659049
CUST_2596,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659076
CUST_2597,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659099
CUST_2598,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659122
CUST_2599,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659145
CUST_2600,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.659168
CUST_2601,Low Value,Medium,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659191
CUST_2602,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659214
CUST_2603,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.659237
CUST_2604,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659259
CUST_2605,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659282
CUST_2606,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659305
CUST_2607,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659328
CUST_2608,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659351
CUST_2609,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659374
CUST_2610,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659396
CUST_2611,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659419
CUST_2612,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659442
CUST_2613,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.659465
CUST_2614,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.659488
CUST_2615,Mid Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659511
CUST_2616,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659534
CUST_2617,High Value,Low,VIP_Upsell,Medium,"High value, engaged customer",0.78,Medium,2026-03-25T21:34:50.659557
CUST_2618,Low Value,Medium,Onboarding,High,Low engagement customer with no purchases,0.88,High,2026-03-25T21:34:50.659580
CUST_2619,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659603
CUST_2620,Mid Value,Low,CrossSell,Medium,Engaged mid-value customer,0.72,Medium,2026-03-25T21:34:50.659626
CUST_2621,Low Value,Low,No_Action,Low,No immediate action required,0.2,Low,2026-03-25T21:34:50.659649
